#title = mean sea level anomaly Pacific Ocean (Annual signals retained) 
#institution = NOAA/Laboratory for Satellite Altimetry 
#references = NOAA Sea Level Rise (http://www.star.nesdis.noaa.gov/sod/lsa/SeaLevelRise/) and Radar Altimeter Database System (http://www.deos.tudelft.nl/altim/rads/) 
#comment = Data use policy: In publications, presentations, or on web pages based on LSA data the following acknowledgment should be included: 'Altimetry data are provided by NOAA Laboratory for Satellite Altimetry.' 
#trend = 2.77 mm/year (no glacial isostatic adjustment correction) 
year,TOPEX/Poseidon,Jason-1,Jason-2,Jason-3
2012.1258,,,24.67000,
2012.1271,,20.49000,,
2012.1530,,,25.87000,
2012.1673,,19.99000,,
2012.1801,,,21.77000,
2012.2072,,,30.27000,
2012.2345,,,31.37000,
2012.2616,,,21.97000,
2012.2887,,,16.87000,
2012.3159,,,20.67000,
2012.3430,,,22.07000,
2012.3644,,20.09000,,
2012.3702,,,21.37000,
2012.3945,,20.19000,,
2012.3973,,,24.27000,
2012.4244,,23.99000,22.67000,
2012.4516,,,28.57000,
2012.4541,,29.99000,,
2012.4746,,25.69000,,
2012.4787,,,25.07000,
2012.4950,,27.69000,,
2012.5059,,,27.97000,
2012.5248,,31.09000,,
2012.5330,,,32.07000,
2012.5547,,37.39000,,
2012.5602,,,37.27000,
2012.5845,,33.59000,,
2012.5874,,,33.57000,
2012.6049,,35.89000,,
2012.6145,,,31.57000,
2012.6253,,27.29000,,
2012.6416,,,26.77000,
2012.6554,,32.79000,,
2012.6687,,,35.07000,
2012.6851,,37.19000,,
2012.6960,,,37.27000,
2012.7148,,40.39000,,
2012.7231,,,42.77000,
2012.7351,,45.29000,,
2012.7501,,,44.17000,
2012.7556,,44.19000,,
2012.7774,,,42.27000,
2012.7854,,42.69000,,
2012.8045,,,34.27000,
2012.8152,,33.39000,,
2012.8317,,,29.67000,
2012.8356,,28.89000,,
2012.8560,,40.19000,,
2012.8589,,,34.77000,
2012.8859,,43.09000,,
2012.8860,,,37.87000,
2012.9132,,,37.37000,
2012.9158,,40.59000,,
2012.9403,,,41.37000,
2012.9455,,43.09000,,
2012.9659,,38.59000,,
2012.9674,,,38.57000,
2012.9862,,37.49000,,
2012.9946,,,39.27000,
2013.0163,,35.49000,,
2013.0217,,,34.27000,
2013.0460,,38.29000,,
2013.0489,,,39.17000,
2013.0760,,38.59000,36.37000,
2013.0962,,26.09000,,
2013.1030,,,24.67000,
2013.1168,,29.79000,,
2013.1303,,,26.77000,
2013.1465,,34.79000,,
2013.1574,,,37.47000,
2013.1846,,,31.17000,
2013.2117,,,26.37000,
2013.2197,,24.99000,,
2013.2266,,22.89000,,
2013.2469,,25.29000,,
2013.2766,,27.29000,,
2013.2932,,,29.87000,
2013.3068,,23.79000,,
2013.3204,,,28.67000,
2013.3270,,21.69000,,
2013.3473,,17.89000,,
2013.3474,,,18.27000,
2013.3746,,,26.67000,
2013.3773,,29.39000,,
2013.4017,,,31.17000,
2013.4072,,34.69000,,
2013.4289,,,36.67000,
2013.4370,,33.99000,,
2013.4560,,,28.07000,
2013.4573,,22.39000,,
2013.4832,,,32.37000,
2013.5104,,,24.87000,
2013.5375,,,24.27000,
2013.5647,,,34.97000,
2013.5918,,,34.07000,
2013.6189,,,32.87000,
2013.6461,,,36.87000,
2013.6695,,,38.27000,
2013.7072,,,39.87000,
2013.7276,,,47.77000,
2013.7547,,,49.87000,
2013.7818,,,38.77000,
2013.8090,,,35.07000,
2013.8362,,,30.67000,
2013.8633,,,33.57000,
2013.8904,,,28.87000,
2013.9176,,,27.77000,
2013.9448,,,20.77000,
2013.9719,,,23.87000,
2013.9991,,,34.97000,
2014.0262,,,30.07000,
2014.0533,,,32.57000,
2014.0805,,,31.77000,
2014.1076,,,30.97000,
2014.1348,,,35.27000,
2014.1619,,,37.57000,
2014.1890,,,40.87000,
2014.2162,,,39.07000,
2014.2434,,,32.07000,
2014.2705,,,37.87000,
2014.2977,,,36.17000,
2014.3248,,,31.07000,
2014.3520,,,27.17000,
2014.3790,,,32.87000,
2014.4063,,,35.47000,
2014.4334,,,35.37000,
2014.4605,,,34.77000,
2014.4877,,,39.67000,
2014.5149,,,38.97000,
2014.5420,,,44.27000,
2014.5691,,,42.97000,
2014.5963,,,39.37000,
2014.6234,,,43.67000,
2014.6506,,,46.57000,
2014.6776,,,49.77000,
2014.7049,,,48.77000,
2014.7320,,,42.07000,
2014.7592,,,48.47000,
2014.7864,,,52.07000,
2014.8135,,,49.17000,
2014.8406,,,47.67000,
2014.8678,,,39.27000,
2014.8949,,,28.67000,
2014.9220,,,31.37000,
2014.9492,,,48.57000,
2014.9775,,,49.27000,
2015.0036,,,45.07000,
2015.0307,,,48.47000,
2015.0578,,,42.67000,
2015.0850,,,34.87000,
2015.1121,,,40.37000,
2015.1393,,,42.07000,
2015.1664,,,44.27000,
2015.1935,,,45.67000,
2015.2207,,,41.67000,
2015.2479,,,42.17000,
2015.2750,,,47.27000,
2015.3022,,,49.77000,
2015.3293,,,46.67000,
2015.3564,,,42.57000,
2015.3836,,,42.57000,
2015.4108,,,46.97000,
2015.4379,,,49.57000,
2015.4650,,,44.17000,
2015.4922,,,47.87000,
2015.5193,,,46.97000,
2015.5465,,,44.57000,
2015.5736,,,51.07000,
2015.6008,,,47.37000,
2015.6279,,,48.17000,
2015.6550,,,55.07000,
2015.6822,,,55.67000,
2015.7094,,,58.07000,
2015.7365,,,63.97000,
2015.7637,,,61.87000,
2015.7908,,,61.17000,
2015.8180,,,59.67000,
2015.8452,,,55.27000,
2015.8723,,,53.67000,
2015.8995,,,55.47000,
2015.9266,,,53.17000,
2015.9537,,,54.37000,
2015.9809,,,52.77000,
2016.0079,,,44.57000,
2016.0353,,,48.67000,
2016.0623,,,50.37000,
2016.0895,,,43.47000,
2016.1166,,,54.07000,
2016.1227,,,,49.35000
2016.1437,,,48.27000,
2016.1438,,,,45.75000
2016.1709,,,50.37000,
2016.1711,,,,48.95000
2016.1959,,,,44.05000
2016.1981,,,44.97000,
2016.2252,,,52.67000,52.35000
2016.2512,,,51.07000,
2016.2523,,,,50.85000
2016.2794,,,46.27000,
2016.2795,,,,46.05000
2016.3066,,,38.87000,39.15000
2016.3338,,,37.97000,37.75000
2016.3610,,,42.87000,42.75000
2016.3880,,,45.77000,
2016.3881,,,,47.25000
2016.4152,,,55.87000,57.05000
2016.4423,,,55.67000,56.95000
2016.4696,,,50.87000,51.25000
2016.4966,,,56.27000,56.45000
2016.5238,,,52.97000,53.35000
2016.5510,,,46.57000,47.05000
2016.5781,,,47.97000,48.65000
2016.6052,,,52.27000,52.05000
2016.6324,,,59.17000,58.55000
2016.6596,,,56.07000,55.75000
2016.6867,,,61.77000,60.45000
2016.7139,,,56.17000,57.35000
2016.7410,,,58.27000,58.85000
2016.7682,,,,60.15000
2016.7953,,,,61.35000
2016.8225,,,,56.95000
2016.8496,,,,56.75000
2016.8768,,,,57.55000
2016.9039,,,,61.25000
2016.9297,,,,56.55000
2016.9581,,,,51.05000
2016.9853,,,,56.95000
2017.0125,,,,48.45000
2017.0396,,,,56.05000
2017.0668,,,,50.15000
2017.0939,,,,47.55000
2017.1211,,,,49.15000
2017.1482,,,,46.15000
2017.1754,,,,47.05000
2017.2025,,,,49.85000
2017.2296,,,,54.25000
2017.2568,,,,56.25000
2017.2839,,,,46.45000
2017.3111,,,,45.45000
2017.3382,,,,44.85000
2017.3654,,,,39.65000
2017.3925,,,,40.45000
2017.4197,,,,49.05000
2017.4468,,,,46.65000
2017.4739,,,,42.45000
2017.5011,,,,34.05000
2017.5283,,,,44.85000
2017.5554,,,,56.85000
2017.5826,,,,59.95000
2017.6098,,,,53.65000
2017.6368,,,,56.45000
2017.6640,,,,49.95000
2017.6912,,,,53.05000
2017.7184,,,,53.35000
2017.7454,,,,53.65000
2017.7726,,,,53.75000
2017.7998,,,,56.85000
2017.8270,,,,58.75000
2017.8542,,,,53.85000
2017.8812,,,,56.05000
2017.9084,,,,56.55000
2017.9355,,,,58.55000
2017.9627,,,,55.45000
2017.9899,,,,48.35000
2018.0170,,,,46.15000
2018.0441,,,,47.65000
2018.0712,,,,44.95000
2018.0985,,,,46.25000
2018.1256,,,,44.05000
2018.1526,,,,44.45000
2018.1799,,,,47.75000
2018.2070,,,,52.15000
2018.2341,,,,49.45000
2018.2613,,,,43.65000
2018.2885,,,,44.55000
2018.3155,,,,50.55000
2018.3428,,,,52.85000
2018.3699,,,,51.15000
2018.3971,,,,49.85000
2018.4242,,,,58.75000
2018.4512,,,,61.05000
2018.4785,,,,53.35000
2018.5056,,,,51.05000
2018.5327,,,,64.35000
2018.5599,,,,62.25000
2018.5870,,,,61.75000
2018.6143,,,,64.15000
2018.6414,,,,57.05000
2018.6685,,,,57.25000
2018.6957,,,,60.95000
2018.7228,,,,63.15000
2018.7500,,,,67.15000
2018.7771,,,,63.75000
2018.8043,,,,67.65000
2018.8315,,,,68.35000
2018.8585,,,,63.65000
2018.8856,,,,59.65000
2018.9128,,,,61.65000
2018.9399,,,,60.55000
2018.9673,,,,63.55000
2018.9943,,,,64.15000
2019.0214,,,,59.85000
2019.0485,,,,60.85000
2019.0757,,,,56.25000
2019.1029,,,,58.05000
2019.1300,,,,57.55000
2019.1463,,,,57.05000
2019.1876,,,,58.45000
2019.2115,,,,62.15000
2019.2387,,,,57.35000
2019.2593,,,,57.55000
2019.2929,,,,53.15000
2019.3201,,,,57.95000
2019.3473,,,,58.95000
2019.3744,,,,58.15000
2019.4016,,,,54.85000
2019.4287,,,,48.25000
2019.4559,,,,60.65000
2019.4829,,,,64.55000
2019.5101,,,,67.65000
2019.5373,,,,64.55000
2019.5644,,,,60.95000
2019.5916,,,,63.45000
2019.6187,,,,69.25000
2019.6459,,,,73.85000
2019.6731,,,,76.65000
2019.7000,,,,77.35000
2019.7272,,,,67.35000
2019.7544,,,,62.95000
2019.7816,,,,63.35000
2019.8087,,,,61.35000
2019.8359,,,,58.65000
2019.8630,,,,64.65000
2019.8902,,,,60.85000
2019.9174,,,,60.35000
2019.9445,,,,65.25000
2019.9716,,,,61.65000
2019.9988,,,,62.95000
2020.0259,,,,60.75000
2020.0531,,,,50.35000
2020.0747,,,,53.45000
2020.1110,,,,61.75000
2020.1345,,,,59.55000
2020.1616,,,,56.15000
2020.1888,,,,54.95000
2020.2160,,,,52.75000
2020.2431,,,,54.55000
2020.2702,,,,56.55000
2020.2974,,,,58.65000
2020.3246,,,,55.65000
2020.3517,,,,65.45000
2020.3787,,,,73.25000
2020.4060,,,,71.75000
2020.4332,,,,65.35000
2020.4594,,,,57.95000
2020.4874,,,,58.55000
2020.5146,,,,63.65000
2020.5418,,,,65.75000
2020.5688,,,,64.75000
2020.5960,,,,57.15000
2020.6232,,,,62.95000
2020.6504,,,,64.85000
2020.6775,,,,68.15000
2020.7046,,,,73.65000
2020.7317,,,,74.05000
2020.7590,,,,64.55000
2020.7817,,,,60.95000
